MFCCs_13,MFCCs_22,MFCCs_15,MFCCs_11,frogs
0.329664037471724,-0.0764279441324062,-0.154499703829632,-0.129723464155117,LeptodactylusFuscus
-0.183984621167532,0.0406983725915405,0.0964678210893913,0.105577037518506,Ameeregatrivittata
0.10642933910117,0.0016455069286383,-0.0290994192710554,-0.0675511649034147,HypsiboasCordobae
0.399834399671466,0.224480338898023,-0.301441829560031,-0.286385733904962,AdenomeraHylaedactylus
0.294741513911667,0.232870952207288,-0.342273145970337,-0.309715958491488,AdenomeraHylaedactylus
-0.166552169148858,0.0995411562714256,0.262871297729978,0.0988118232157045,AdenomeraHylaedactylus
-0.160116255742876,-0.161209721610992,0.24342773439831,0.0593781473477168,HypsiboasCinerascens
0.379899294933624,0.170882936787309,-0.215027337653196,-0.337693933907332,AdenomeraHylaedactylus
0.351986581691637,0.234333713379823,-0.313327068702476,-0.277644178609861,AdenomeraHylaedactylus
0.44911337266354,0.222807514375927,-0.33676312504993,-0.374536549591532,AdenomeraHylaedactylus
-0.0139992046983426,-0.0723757788470169,0.148164779886558,-0.0488621004535811,Ameeregatrivittata
0.0484615834177491,0.0201659887217544,-0.0117993237585413,-0.066083787746083,ScinaxRuber
0.157684272258346,-0.0254703263168607,-0.069516644168143,0.021855162593514,LeptodactylusFuscus
-0.257622156219641,-0.017275043145891,0.313970418683992,0.170315067044312,AdenomeraAndre
-0.20939106147094,-0.0746972806363328,0.260682217030576,0.226103804767151,HylaMinuta
0.31593706236735,0.230602167596425,-0.321174896265292,-0.278270391354168,AdenomeraHylaedactylus
-0.18958676031927,-0.103840314922106,0.257579632223783,0.201351229667236,HylaMinuta
0.383458859287961,0.258562985093237,-0.362057816775957,-0.299934203566633,AdenomeraHylaedactylus
0.0707763776154503,0.0337366984408074,-0.0802061385330241,0.0315498073508709,HypsiboasCordobae
0.220982716329011,0.110980187424438,-0.238793282152671,-0.236759570827131,AdenomeraHylaedactylus
-0.294787236181611,0.0239532155904461,0.36519766401558,0.220569447476672,AdenomeraAndre
0.100866954922667,0.0053686084670703,-0.109342825218071,0.0641430535255735,HypsiboasCordobae
